transaction_id,customer_id,id_tiempo,id_geografia,id_pago,id_envio,quantity,total_amount,shipping_cost,monto_total_con_envio
TXN_247940,CUST_64956,768,,4,3,1,213.39,9.32,222.70999999999998
TXN_148619,CUST_15248,769,,2,3,4,531.06,18.51,549.5699999999999
TXN_648272,CUST_81299,770,,6,3,14,667.0,19.99,686.99
TXN_387179,CUST_73200,771,,4,2,4,945.53,21.25,966.78
TXN_939338,CUST_54320,772,,3,3,14,1267.29,17.38,1284.67
TXN_261952,CUST_99305,773,,4,3,3,619.91,14.27,634.18
TXN_305816,CUST_78051,774,,2,1,1,115.21,14.6,129.81
TXN_515816,CUST_69425,775,,2,2,2,346.71,18.33,365.03999999999996
TXN_376171,CUST_47060,776,,5,3,6,535.55,20.21,555.76
TXN_214452,CUST_69086,777,,6,4,14,912.06,22.63,934.6899999999999
TXN_821886,CUST_94394,778,,4,3,3,616.02,14.92,630.9399999999999
TXN_151580,CUST_69118,779,,6,4,17,281.23,17.12,298.35
TXN_155952,CUST_66052,780,,4,1,2,347.91,6.8,354.71000000000004
TXN_915007,CUST_44999,781,,3,2,1,278.28,11.37,289.65
TXN_925962,CUST_99612,782,,1,3,3,208.06,17.65,225.71
TXN_781348,CUST_78118,783,,1,3,1,187.52,24.92,212.44
TXN_325399,CUST_91700,784,,4,3,2,150.62,12.53,163.15
TXN_998543,CUST_66502,785,,2,4,9,791.29,19.13,810.42
TXN_482924,CUST_79601,786,,2,1,2,191.75,24.94,216.69
TXN_235872,CUST_76453,787,,3,4,4,206.34,18.44,224.78
TXN_851557,CUST_45172,788,,6,4,4,71.72,11.31,83.03
TXN_711688,CUST_59868,789,,3,1,1,160.52,19.89,180.41000000000003
TXN_549046,CUST_95521,790,,3,1,1,31.96,9.49,41.45
TXN_339749,CUST_91877,791,,3,3,4,539.78,14.37,554.15
TXN_292390,CUST_28680,792,,1,1,3,586.98,5.94,592.9200000000001
TXN_105269,CUST_91604,793,,1,2,4,887.5,15.15,902.65
TXN_610077,CUST_22618,794,,2,4,9,180.46,10.86,191.32
TXN_942723,CUST_28496,795,,2,1,2,432.98,19.1,452.08000000000004
TXN_935306,CUST_19141,796,,1,3,3,166.22,19.98,186.2
TXN_988456,CUST_29190,797,,3,3,4,924.7,19.35,944.0500000000001
TXN_790068,CUST_40450,798,,4,3,3,586.58,21.11,607.69
TXN_692931,CUST_97139,799,,1,2,4,403.04,20.33,423.37
TXN_853390,CUST_86755,800,,3,1,1,123.68,23.94,147.62
TXN_177928,CUST_61771,801,,4,1,1,59.39,13.93,73.32
TXN_522391,CUST_32187,802,,1,1,1,191.49,12.61,204.10000000000002
TXN_561470,CUST_95292,803,,1,2,2,544.67,22.42,567.0899999999999
TXN_665542,CUST_76151,804,,2,3,4,744.29,7.75,752.04
TXN_409620,CUST_84074,805,,2,1,1,171.52,10.8,182.32000000000002
TXN_915945,CUST_11200,806,,6,3,2,39.47,23.91,63.379999999999995
TXN_133472,CUST_39311,807,,5,4,10,933.95,19.9,953.85
TXN_446659,CUST_79892,808,,6,4,3,124.1,22.04,146.14
TXN_153861,CUST_82304,809,,2,3,11,786.62,13.96,800.58
TXN_400510,CUST_64614,810,,2,2,4,172.45,10.9,183.35
TXN_176117,CUST_55162,811,,1,3,3,578.53,18.87,597.4
TXN_233752,CUST_66491,812,,3,3,17,1295.64,18.99,1314.63
TXN_344446,CUST_75795,813,,3,2,2,153.44,7.45,160.89
TXN_512534,CUST_90523,814,,4,3,3,286.36,24.46,310.82
TXN_823659,CUST_24192,815,,2,1,4,1105.4,8.69,1114.0900000000001
TXN_678245,CUST_14139,816,,4,1,1,149.08,11.73,160.81
TXN_754965,CUST_24119,817,,4,3,3,121.36,11.87,133.23
TXN_127946,CUST_86261,818,,3,4,5,26.04,17.37,43.41
TXN_776999,CUST_68957,819,,2,1,3,796.62,12.53,809.15
TXN_654142,CUST_77982,820,,2,3,2,597.21,19.89,617.1
TXN_209417,CUST_61706,821,,4,1,1,116.45,23.56,140.01
TXN_401676,CUST_46122,822,,3,1,4,517.85,16.51,534.36
TXN_942551,CUST_86791,823,,2,2,3,296.33,13.27,309.59999999999997
TXN_520455,CUST_82119,824,,2,2,4,1173.27,5.27,1178.54
TXN_512008,CUST_64613,825,,1,2,1,228.73,24.47,253.2
TXN_947229,CUST_16358,826,,1,2,1,102.67,5.82,108.49000000000001
TXN_552382,CUST_22926,827,,3,3,4,981.68,19.42,1001.0999999999999
TXN_581971,CUST_99042,828,,1,1,3,220.61,23.41,244.02
TXN_903018,CUST_86038,829,,3,3,17,1396.37,10.34,1406.7099999999998
TXN_312004,CUST_50909,830,,5,3,15,90.76,18.39,109.15
TXN_516958,CUST_16619,831,,4,1,4,608.06,6.54,614.5999999999999
TXN_615149,CUST_94092,832,,5,4,1,74.69,10.69,85.38
TXN_217460,CUST_13648,833,,1,3,1,233.94,10.84,244.78
TXN_309953,CUST_42628,834,,4,2,2,181.79,23.95,205.73999999999998
TXN_438785,CUST_14342,835,,2,4,18,184.45,18.74,203.19
TXN_839554,CUST_64867,836,,1,3,2,521.4,22.2,543.6
TXN_497380,CUST_41713,837,,2,2,2,135.66,13.02,148.68
TXN_522808,CUST_23487,838,,2,2,2,365.9,17.63,383.53
TXN_751976,CUST_20046,839,,2,3,3,166.68,10.15,176.83
TXN_125746,CUST_94169,840,,2,3,3,881.71,8.95,890.6600000000001
TXN_936200,CUST_28369,841,,3,3,3,536.8,18.37,555.17
TXN_209768,CUST_23163,842,,2,3,3,555.27,7.33,562.6
TXN_361490,CUST_58831,843,,1,3,4,316.25,5.62,321.87
TXN_596881,CUST_81773,844,,2,1,4,1030.96,21.81,1052.77
TXN_465971,CUST_26156,845,,4,2,4,390.95,9.0,399.95
TXN_816722,CUST_31338,846,,4,1,2,387.43,7.2,394.63
TXN_664414,CUST_12775,847,,2,2,3,410.95,11.34,422.28999999999996
TXN_625028,CUST_33105,848,,6,4,5,196.39,8.96,205.35
TXN_281413,CUST_64940,849,,1,3,2,571.18,21.31,592.4899999999999
TXN_576645,CUST_79275,850,,3,3,8,336.97,5.13,342.1
TXN_632472,CUST_11564,851,,2,4,14,117.39,18.61,136.0
TXN_375755,CUST_37819,852,,1,3,3,96.6,10.14,106.74
TXN_112287,CUST_50126,853,,6,4,10,676.68,20.71,697.39
TXN_130107,CUST_35994,854,,4,2,3,320.57,18.73,339.3
TXN_367065,CUST_69126,855,,2,2,4,1104.38,15.15,1119.5300000000002
TXN_588611,CUST_30736,856,,1,2,2,338.14,23.4,361.53999999999996
TXN_881363,CUST_67626,857,,3,1,1,98.83,8.78,107.61
TXN_285146,CUST_79314,858,,3,3,1,293.1,24.26,317.36
TXN_984610,CUST_28310,859,,4,3,1,215.46,10.8,226.26000000000002
TXN_108553,CUST_96545,860,,2,2,3,742.11,14.78,756.89
TXN_662169,CUST_14803,861,,1,1,1,49.51,5.3,54.809999999999995
TXN_865082,CUST_38547,862,,4,2,4,258.93,23.91,282.84000000000003
TXN_497970,CUST_22477,863,,2,2,1,214.23,15.5,229.73
TXN_312092,CUST_34787,864,,2,2,4,735.18,7.54,742.7199999999999
TXN_784217,CUST_21478,865,,6,4,11,980.35,10.48,990.83
TXN_536677,CUST_13781,866,,3,1,1,146.09,22.57,168.66
TXN_886507,CUST_88171,867,,3,3,19,902.2,8.42,910.62
TXN_857872,CUST_24828,868,,4,2,1,219.06,6.99,226.05
TXN_286036,CUST_71850,869,,1,1,4,326.7,9.54,336.24
TXN_106045,CUST_72797,870,,5,4,15,679.81,12.95,692.76
TXN_450275,CUST_57329,871,,3,1,3,359.06,19.12,378.18
TXN_394184,CUST_23945,872,,6,3,15,626.75,19.64,646.39
TXN_921496,CUST_20423,873,,2,2,3,692.45,19.07,711.5200000000001
TXN_182638,CUST_66009,874,,1,2,3,836.64,10.58,847.22
TXN_526837,CUST_20853,875,,6,4,9,802.95,12.58,815.5300000000001
TXN_971968,CUST_17920,876,,2,1,1,137.35,14.13,151.48
TXN_261042,CUST_15568,877,,3,2,4,788.79,20.72,809.51
TXN_406348,CUST_51395,878,,2,3,4,479.67,8.85,488.52000000000004
TXN_633501,CUST_30202,879,,1,3,2,121.03,20.15,141.18
TXN_886366,CUST_79366,880,,2,1,2,509.49,8.99,518.48
TXN_511040,CUST_31849,881,,2,3,2,83.97,20.22,104.19
TXN_641305,CUST_15886,882,,2,1,1,193.21,21.46,214.67000000000002
TXN_113498,CUST_16937,883,,3,3,3,541.75,5.4,547.15
TXN_637791,CUST_10002,884,,2,3,2,228.56,21.13,249.69
TXN_577850,CUST_70171,885,,5,3,17,876.37,12.08,888.45
TXN_501571,CUST_69000,886,,6,3,13,915.78,14.97,930.75
TXN_395630,CUST_41909,887,,5,4,8,89.12,17.55,106.67
TXN_107759,CUST_76577,888,,1,2,4,132.3,6.7,139.0
TXN_382711,CUST_21695,889,,1,2,1,70.63,15.83,86.46
TXN_888668,CUST_82050,890,,2,4,2,86.8,23.15,109.94999999999999
TXN_205629,CUST_28434,891,,3,2,3,229.74,7.73,237.47
TXN_378969,CUST_97161,892,,5,3,18,1706.03,20.79,1726.82
TXN_944734,CUST_68382,893,,2,1,3,582.07,20.25,602.32
TXN_497028,CUST_18376,894,,5,3,7,251.66,18.68,270.34
TXN_646880,CUST_88962,895,,4,1,1,96.34,24.44,120.78
TXN_230426,CUST_19685,896,,2,1,3,237.29,20.78,258.07
TXN_442997,CUST_49202,897,,5,4,12,515.28,6.05,521.3299999999999
TXN_680407,CUST_79470,898,,1,1,2,413.72,20.96,434.68
TXN_279398,CUST_61477,899,,4,3,1,86.63,5.83,92.46
TXN_536229,CUST_34434,900,,1,1,4,697.12,11.01,708.13
TXN_764473,CUST_75620,901,,1,2,2,549.09,9.76,558.85
TXN_936678,CUST_99438,902,,1,2,2,412.85,11.97,424.82000000000005
TXN_869211,CUST_53709,903,,4,1,2,397.95,20.68,418.63
TXN_771554,CUST_90766,904,,4,3,1,79.78,11.3,91.08
TXN_523091,CUST_74042,905,,3,2,2,144.78,22.13,166.91
TXN_472812,CUST_21090,906,,4,2,3,767.07,10.17,777.24
TXN_864939,CUST_30416,907,,3,1,2,509.41,13.7,523.11
TXN_710454,CUST_57061,908,,1,2,1,261.4,11.7,273.09999999999997
TXN_578511,CUST_59662,909,,6,4,18,1480.09,17.78,1497.87
TXN_309370,CUST_51729,910,,2,2,3,273.08,20.58,293.65999999999997
TXN_105516,CUST_52852,911,,3,3,18,1695.09,15.98,1711.07
TXN_293733,CUST_36318,912,,3,3,1,112.68,16.35,129.03
TXN_243984,CUST_75674,913,,4,3,1,118.71,7.81,126.52
TXN_993608,CUST_86607,914,,1,2,4,860.15,19.38,879.53
TXN_121416,CUST_32789,915,,3,1,1,247.01,14.3,261.31
TXN_542246,CUST_74650,916,,4,1,4,926.11,18.69,944.8000000000001
TXN_657106,CUST_99325,917,,1,3,3,875.25,7.97,883.22
TXN_876463,CUST_66725,918,,2,1,2,587.77,7.03,594.8
TXN_620554,CUST_30873,919,,2,1,2,232.85,9.28,242.13
TXN_920996,CUST_18504,920,,5,4,11,1076.81,10.09,1086.8999999999999
TXN_162596,CUST_94967,921,,4,3,1,161.98,21.71,183.69
TXN_641113,CUST_45816,922,,2,2,1,260.83,15.63,276.46
TXN_311364,CUST_15868,923,,4,1,1,105.66,17.43,123.09
TXN_483746,CUST_82499,924,,1,3,4,510.83,14.29,525.12
TXN_490576,CUST_63370,925,,2,1,2,546.56,14.97,561.53
TXN_598385,CUST_57347,926,,4,2,2,538.19,17.1,555.2900000000001
TXN_109324,CUST_29267,927,,2,1,3,138.12,13.69,151.81
TXN_404863,CUST_29474,928,,3,1,1,141.71,12.2,153.91
TXN_955454,CUST_68915,929,,1,1,2,582.28,23.0,605.28
TXN_607243,CUST_67128,930,,3,3,3,196.26,22.36,218.62
TXN_795782,CUST_68983,931,,2,3,3,99.86,14.42,114.28
TXN_953943,CUST_24425,932,,1,2,3,277.41,14.01,291.42
TXN_313817,CUST_72631,933,,2,4,8,54.25,13.54,67.78999999999999
TXN_852337,CUST_24127,934,,1,2,2,439.45,24.93,464.38
TXN_199722,CUST_74541,935,,3,3,8,690.63,12.36,702.99
TXN_345000,CUST_59286,936,,1,3,2,218.13,7.13,225.26
TXN_809622,CUST_90934,937,,2,2,4,305.68,8.58,314.26
TXN_880170,CUST_23485,938,,2,1,4,562.02,6.3,568.3199999999999
TXN_441378,CUST_32277,939,,2,3,4,1040.99,21.48,1062.47
TXN_490139,CUST_33567,940,,3,4,2,181.18,20.22,201.4
TXN_809936,CUST_91083,941,,5,3,9,424.56,15.25,439.81
TXN_477727,CUST_71346,942,,2,2,1,35.35,14.02,49.370000000000005
TXN_620684,CUST_92062,943,,1,2,2,72.86,9.99,82.85
TXN_818739,CUST_76289,944,,3,3,1,189.07,11.41,200.48
TXN_628208,CUST_78782,945,,4,2,1,154.21,13.57,167.78
TXN_901860,CUST_71580,946,,2,1,4,181.88,12.51,194.39
TXN_476218,CUST_62044,947,,1,3,1,102.73,21.31,124.04
TXN_514604,CUST_94999,948,,2,3,11,602.4,19.32,621.72
TXN_611166,CUST_36333,949,,2,4,5,138.43,9.48,147.91
TXN_245860,CUST_17852,950,,2,4,12,317.09,16.89,333.97999999999996
TXN_465789,CUST_98493,951,,4,2,1,135.44,7.47,142.91
TXN_930598,CUST_21123,952,,4,3,4,1129.56,10.54,1140.1
TXN_910073,CUST_81266,953,,3,4,16,1346.24,9.82,1356.06
TXN_974359,CUST_98673,954,,1,3,2,200.43,20.34,220.77
TXN_665226,CUST_88058,955,,6,4,12,412.42,22.8,435.22
TXN_823098,CUST_92438,956,,2,2,4,815.33,6.46,821.7900000000001
TXN_476474,CUST_99993,957,,3,1,2,593.12,12.07,605.19
TXN_822093,CUST_37752,958,,3,1,2,376.12,9.73,385.85
TXN_594508,CUST_18735,959,,4,1,2,62.33,6.59,68.92
TXN_425294,CUST_23168,960,,2,3,2,288.07,5.6,293.67
TXN_478764,CUST_71145,961,,6,4,10,110.45,20.28,130.73000000000002
TXN_795015,CUST_52995,962,,3,1,2,164.74,11.76,176.5
TXN_744517,CUST_94235,963,,2,3,1,249.2,5.27,254.47
TXN_914387,CUST_82701,964,,1,3,1,138.97,9.11,148.07999999999998
TXN_276711,CUST_19179,965,,1,1,2,366.22,15.66,381.88000000000005
TXN_819062,CUST_49049,966,,2,3,19,652.59,16.84,669.4300000000001
TXN_823200,CUST_13002,967,,3,2,2,288.9,20.88,309.78
TXN_996938,CUST_14880,968,,2,4,15,623.31,21.43,644.7399999999999
TXN_579706,CUST_13458,969,,1,3,2,505.11,6.67,511.78000000000003
TXN_846694,CUST_13302,970,,4,2,4,1058.07,21.72,1079.79
TXN_900520,CUST_40876,971,,2,3,1,129.85,21.34,151.19
TXN_668682,CUST_24824,972,,2,1,3,420.04,16.53,436.57000000000005
TXN_168226,CUST_47924,973,,2,2,3,265.15,5.42,270.57
TXN_311015,CUST_48539,974,,5,3,6,198.83,10.29,209.12
TXN_664157,CUST_38536,975,,3,2,1,289.86,11.13,300.99
TXN_397327,CUST_29935,976,,4,3,3,612.42,8.78,621.1999999999999
TXN_363100,CUST_51218,977,,2,4,3,71.89,5.1,76.99
TXN_156705,CUST_86999,978,,2,2,3,897.58,14.29,911.87
TXN_186405,CUST_23440,979,,2,1,4,486.57,7.77,494.34
TXN_135463,CUST_98145,980,,6,4,16,1053.71,24.33,1078.04
TXN_261002,CUST_73921,981,,2,3,4,353.69,11.16,364.85
TXN_787973,CUST_22426,982,,3,2,2,74.04,22.79,96.83000000000001
TXN_152257,CUST_99080,983,,1,1,3,609.25,8.73,617.98
TXN_701783,CUST_47084,984,,2,2,3,203.79,17.18,220.97
TXN_173671,CUST_37507,985,,4,3,1,175.8,7.22,183.02
TXN_547631,CUST_42904,986,,1,2,1,181.01,14.5,195.51
TXN_210161,CUST_34355,987,,4,1,4,567.38,18.47,585.85
TXN_161553,CUST_88664,988,,3,3,3,422.42,11.35,433.77000000000004
TXN_872130,CUST_59401,989,,3,3,2,113.73,24.75,138.48000000000002
TXN_210719,CUST_13741,990,,2,3,1,270.33,8.6,278.93
TXN_275072,CUST_63311,991,,3,4,12,1189.22,23.41,1212.63
TXN_899963,CUST_82811,992,,3,2,2,289.32,17.79,307.11
TXN_904323,CUST_58913,993,,6,3,1,94.6,16.75,111.35
TXN_785491,CUST_12301,994,,2,1,4,691.17,17.54,708.7099999999999
TXN_415742,CUST_36665,995,,4,3,1,295.57,7.44,303.01
TXN_594321,CUST_78396,996,,2,3,14,887.11,18.34,905.45
TXN_748434,CUST_95142,997,,2,4,15,1145.67,9.01,1154.68
TXN_156970,CUST_42405,998,,5,3,18,1605.83,9.69,1615.52
TXN_445329,CUST_23427,999,,3,1,4,983.8,21.22,1005.02
TXN_118123,CUST_54116,1000,,4,2,2,144.03,24.45,168.48
TXN_612596,CUST_41856,1001,,3,2,3,121.38,24.3,145.68
TXN_363878,CUST_85805,1002,,2,1,3,418.83,9.33,428.15999999999997
TXN_531901,CUST_49879,1003,,5,4,10,699.94,12.42,712.36
TXN_836980,CUST_85742,1004,,4,3,3,666.6,9.99,676.59
TXN_211683,CUST_42571,1005,,4,2,3,816.65,15.64,832.29
TXN_138791,CUST_30417,1006,,2,2,2,221.04,10.31,231.35
TXN_125025,CUST_58950,1007,,3,3,16,958.37,20.18,978.55
TXN_753793,CUST_39094,1008,,2,1,2,490.73,21.21,511.94
TXN_145698,CUST_77370,1009,,2,1,1,274.08,7.98,282.06
TXN_623962,CUST_29343,1010,,3,2,2,314.12,8.94,323.06
TXN_419279,CUST_36604,1011,,4,3,3,195.72,17.4,213.12
TXN_967746,CUST_30449,1012,,1,2,2,293.91,8.99,302.90000000000003
TXN_178988,CUST_41623,1013,,2,1,1,209.47,16.71,226.18
TXN_668556,CUST_54449,1014,,2,1,2,302.91,10.16,313.07000000000005
TXN_540579,CUST_77760,1015,,1,3,3,700.65,18.21,718.86
TXN_475292,CUST_72928,1016,,4,3,4,1050.08,18.11,1068.1899999999998
TXN_393871,CUST_37296,1017,,4,3,1,133.34,20.0,153.34
TXN_910084,CUST_86588,1018,,3,2,4,806.91,18.21,825.12
TXN_803536,CUST_51325,1019,,1,1,2,201.33,24.53,225.86
TXN_515971,CUST_36307,1020,,4,2,4,936.82,12.03,948.85
TXN_855321,CUST_12743,1021,,2,1,3,330.76,23.11,353.87
TXN_440468,CUST_60497,1022,,2,3,4,866.48,22.74,889.22
TXN_769341,CUST_34178,1023,,2,2,4,103.29,18.67,121.96000000000001
TXN_128761,CUST_99887,1024,,3,2,3,671.49,7.44,678.9300000000001
TXN_425106,CUST_90514,1025,,3,3,1,236.29,20.02,256.31
TXN_490437,CUST_62679,1026,,4,2,3,545.23,12.53,557.76
TXN_163388,CUST_26336,1027,,2,2,2,427.43,20.64,448.07
TXN_105172,CUST_64112,1028,,2,2,1,279.14,17.26,296.4
TXN_163507,CUST_75170,1029,,4,3,4,487.52,20.55,508.07
TXN_897185,CUST_26758,1030,,4,3,3,170.43,19.38,189.81
TXN_875598,CUST_47919,1031,,3,1,3,223.42,12.83,236.25
TXN_419733,CUST_46180,1032,,3,3,4,250.65,8.72,259.37
TXN_364615,CUST_81717,1033,,4,1,3,113.63,17.07,130.7
TXN_819103,CUST_40201,1034,,2,4,16,1402.17,21.18,1423.3500000000001
TXN_512637,CUST_95975,1035,,3,3,16,866.37,6.98,873.35
TXN_564512,CUST_59126,1036,,4,1,3,619.91,8.42,628.3299999999999
TXN_289686,CUST_54438,1037,,1,1,1,125.32,9.87,135.19
TXN_618891,CUST_69835,1038,,5,3,13,1046.25,8.16,1054.41
TXN_265562,CUST_30638,1039,,1,2,3,277.68,12.55,290.23
TXN_706103,CUST_97079,1040,,1,3,1,239.71,24.35,264.06
TXN_657229,CUST_18550,1041,,2,3,2,80.65,21.06,101.71000000000001
TXN_823251,CUST_56737,1042,,4,1,2,316.65,19.13,335.78
TXN_745489,CUST_86603,1043,,4,2,1,39.97,12.59,52.56
TXN_364354,CUST_70308,1044,,4,1,1,77.05,7.92,84.97
TXN_286975,CUST_37805,1045,,4,1,2,262.76,12.83,275.59
TXN_503862,CUST_96141,1046,,5,3,17,1037.79,8.42,1046.21
TXN_994312,CUST_22417,1047,,3,3,4,361.89,7.67,369.56
TXN_189653,CUST_52805,1048,,4,1,2,448.48,13.86,462.34000000000003
TXN_859311,CUST_50507,1049,,2,1,1,299.59,24.45,324.03999999999996
TXN_591016,CUST_16850,1050,,4,1,4,815.8,11.72,827.52
TXN_386981,CUST_70733,1051,,2,3,2,352.09,18.97,371.05999999999995
TXN_508331,CUST_69602,1052,,1,1,4,1025.61,10.16,1035.77
TXN_568643,CUST_51457,1053,,2,3,13,895.93,10.49,906.42
TXN_878086,CUST_13928,1054,,2,2,3,690.49,13.08,703.57
TXN_483664,CUST_70793,1055,,4,2,4,306.17,14.44,320.61
TXN_985815,CUST_52723,1056,,4,2,1,167.84,14.19,182.03
TXN_912269,CUST_42099,1057,,1,3,2,305.55,15.64,321.19
TXN_995166,CUST_79612,1058,,6,4,15,627.45,14.35,641.8000000000001
TXN_488133,CUST_99637,1059,,2,3,3,318.05,14.0,332.05
TXN_233376,CUST_94454,1060,,1,3,2,288.19,13.6,301.79
TXN_894719,CUST_51298,1061,,6,4,6,217.02,21.52,238.54000000000002
TXN_977523,CUST_54136,1062,,3,2,3,255.66,10.2,265.86
TXN_765437,CUST_58388,1063,,1,1,3,188.89,5.25,194.14
TXN_796833,CUST_37662,1064,,2,3,2,93.07,7.98,101.05
TXN_523088,CUST_88197,1065,,4,2,2,185.27,17.19,202.46
TXN_881260,CUST_80906,1066,,3,1,3,421.23,24.12,445.35
TXN_892924,CUST_16159,1067,,4,2,3,805.37,16.76,822.13
TXN_617711,CUST_53401,1068,,3,2,1,155.87,12.48,168.35
TXN_443337,CUST_82442,1069,,2,3,3,294.27,8.97,303.24
TXN_343196,CUST_54973,1070,,3,1,1,274.98,7.06,282.04
TXN_692845,CUST_10456,1071,,1,3,4,939.33,13.6,952.9300000000001
TXN_262992,CUST_75482,1072,,3,2,4,557.62,10.52,568.14
TXN_973297,CUST_71931,1073,,2,3,1,161.03,14.09,175.12
TXN_219104,CUST_88195,1074,,1,2,3,724.86,14.03,738.89
TXN_184159,CUST_51875,1075,,3,4,12,1120.18,9.62,1129.8
TXN_968384,CUST_24328,1076,,5,3,13,1159.05,10.77,1169.82
TXN_343470,CUST_18339,1077,,4,3,3,306.43,19.29,325.72
TXN_990904,CUST_66831,1078,,3,3,4,764.81,21.96,786.77
TXN_619353,CUST_21632,1079,,4,1,2,202.62,14.16,216.78
TXN_109267,CUST_23085,1080,,1,2,4,791.56,10.53,802.0899999999999
TXN_814373,CUST_67296,1081,,3,1,1,210.45,24.12,234.57
TXN_292344,CUST_90000,1082,,1,1,2,369.65,17.11,386.76
TXN_415034,CUST_26887,1083,,1,2,2,250.96,20.55,271.51
TXN_831448,CUST_43319,1084,,2,3,1,293.63,22.22,315.85
TXN_748797,CUST_39390,1085,,1,3,3,212.58,12.17,224.75
TXN_565094,CUST_10633,1086,,1,3,4,543.55,10.72,554.27
TXN_634001,CUST_24056,1087,,4,2,1,70.69,17.32,88.00999999999999
TXN_267403,CUST_93508,1088,,1,2,3,455.48,22.56,478.04
TXN_780009,CUST_94404,1089,,3,3,1,65.85,23.81,89.66
TXN_473123,CUST_97384,1090,,1,2,3,603.47,21.85,625.32
TXN_502808,CUST_99515,1091,,3,4,19,202.71,18.84,221.55
TXN_220232,CUST_37820,1092,,4,3,3,75.4,11.59,86.99000000000001
TXN_364860,CUST_16966,1093,,2,4,6,540.58,15.87,556.45
TXN_548932,CUST_54424,1094,,5,3,8,125.82,22.8,148.62
TXN_767009,CUST_92164,1095,,1,3,2,404.27,16.71,420.97999999999996
TXN_973703,CUST_11117,1096,,3,3,1,223.26,18.35,241.60999999999999
TXN_733353,CUST_68477,1097,,2,1,2,202.25,11.15,213.4
TXN_530000,CUST_86098,1098,,1,3,1,189.07,22.94,212.01
TXN_970226,CUST_21231,1099,,3,3,1,235.26,23.06,258.32
TXN_886262,CUST_67922,1100,,2,2,3,696.03,9.92,705.9499999999999
TXN_803877,CUST_39195,1101,,1,3,3,473.48,22.42,495.90000000000003
TXN_748331,CUST_81569,1102,,4,2,3,362.95,23.44,386.39
TXN_882575,CUST_76870,1103,,2,4,11,643.66,23.09,666.75
TXN_769653,CUST_66148,1104,,5,3,6,448.05,18.57,466.62
TXN_328202,CUST_64651,1105,,2,1,2,575.22,22.33,597.5500000000001
TXN_484650,CUST_43403,1106,,2,1,4,239.31,21.59,260.9
TXN_416215,CUST_25568,1107,,3,3,4,466.65,11.42,478.07
TXN_725211,CUST_96071,1108,,1,1,3,789.54,18.39,807.93
TXN_356273,CUST_70760,1109,,6,4,13,800.38,19.62,820.0
TXN_482709,CUST_50740,1110,,3,4,12,514.84,22.41,537.25
TXN_471431,CUST_18349,1111,,2,3,2,118.21,18.78,136.99
TXN_486745,CUST_22785,1112,,2,1,4,280.83,7.18,288.01
TXN_632801,CUST_98717,1113,,5,3,8,674.94,11.98,686.9200000000001
TXN_618920,CUST_63896,1114,,2,4,5,203.71,15.92,219.63
TXN_617220,CUST_23543,1115,,1,2,2,288.83,10.33,299.15999999999997
TXN_318883,CUST_48890,1116,,3,3,3,121.6,13.48,135.07999999999998
TXN_822962,CUST_99817,1117,,4,3,4,531.97,11.21,543.1800000000001
TXN_975822,CUST_39934,1118,,2,4,4,227.21,23.44,250.65
TXN_733731,CUST_12142,1119,,1,3,1,212.08,15.63,227.71
TXN_185019,CUST_42698,1120,,4,1,3,563.3,20.06,583.3599999999999
TXN_482424,CUST_47476,1121,,2,2,3,352.97,17.9,370.87
TXN_234682,CUST_44860,1122,,3,3,3,278.49,14.3,292.79
TXN_683504,CUST_40281,1123,,2,1,3,187.38,24.69,212.07
TXN_795661,CUST_16464,1124,,2,2,1,30.92,23.34,54.260000000000005
TXN_453914,CUST_38324,1125,,3,3,3,369.07,15.42,384.49
TXN_517538,CUST_45260,1126,,4,3,1,89.1,9.66,98.75999999999999
TXN_449371,CUST_65700,1127,,3,1,3,175.59,13.57,189.16
TXN_646817,CUST_23440,1128,,3,3,16,1183.37,18.63,1202.0
TXN_995692,CUST_23230,1129,,2,2,1,78.45,9.7,88.15
TXN_679118,CUST_20897,1130,,3,2,2,464.62,14.76,479.38
TXN_310822,CUST_15728,1131,,2,1,1,57.81,12.13,69.94
TXN_531649,CUST_82590,1132,,1,1,1,154.93,7.15,162.08
TXN_181036,CUST_66022,1133,,4,2,1,74.11,15.85,89.96
TXN_379747,CUST_53552,1134,,5,4,17,1370.46,12.43,1382.89
TXN_247316,CUST_97270,1135,,3,1,1,212.6,24.41,237.01
TXN_520497,CUST_58732,1136,,2,2,1,236.2,11.46,247.66
TXN_274074,CUST_70661,1137,,6,4,11,960.66,6.43,967.0899999999999
TXN_650916,CUST_59557,1138,,4,3,3,795.46,14.32,809.7800000000001
TXN_943329,CUST_33139,1139,,1,3,4,285.68,13.76,299.44
TXN_876859,CUST_51618,1140,,2,2,2,101.6,19.05,120.64999999999999
TXN_827849,CUST_84502,1141,,1,3,1,254.27,10.71,264.98
TXN_452233,CUST_32770,1142,,3,4,17,1420.52,15.93,1436.45
TXN_331044,CUST_79228,1143,,1,1,4,623.32,9.09,632.4100000000001
TXN_649500,CUST_76739,1144,,4,3,2,223.67,23.98,247.64999999999998
TXN_769647,CUST_66431,1145,,4,1,2,187.27,12.38,199.65
TXN_539044,CUST_89411,1146,,3,4,1,86.96,21.65,108.60999999999999
TXN_158673,CUST_55472,1147,,4,2,2,543.08,20.34,563.4200000000001
TXN_206950,CUST_87494,1148,,3,1,2,241.41,11.03,252.44
